HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Season,home_fpl,away_fpl,home_win,away_win
Leicester,Everton,1,1,D,1.0,1.0,D,1999-00,59.875,62.32142857142857,0.34965034965034963,0.21033210332103322
Liverpool,Tottenham,2,0,H,1.0,0.0,H,1999-00,70.07407407407408,95.5,0.5793357933579336,0.28044280442804426
West Ham,Newcastle,2,1,H,0.0,0.0,D,1999-00,68.04545454545455,0.0,0.371900826446281,0.1910569105691057
Newcastle,Leicester,0,2,A,0.0,1.0,A,1999-00,0.0,59.875,0.44715447154471544,0.23776223776223776
Southampton,Watford,2,0,H,1.0,0.0,H,1999-00,60.0,47.041666666666664,0.41262135922330095,0.17142857142857143
Leicester,Tottenham,0,1,A,0.0,0.0,D,1999-00,59.875,95.5,0.34965034965034963,0.28044280442804426
Everton,Liverpool,0,0,D,0.0,0.0,D,1999-00,62.32142857142857,70.07407407407408,0.42435424354243545,0.35424354243542433
Southampton,Man United,1,3,A,0.0,3.0,A,1999-00,60.0,70.6,0.41262135922330095,0.47601476014760147
Watford,Arsenal,2,3,A,0.0,3.0,A,1999-00,47.041666666666664,68.92857142857143,0.2714285714285714,0.36900369003690037
Man United,Chelsea,3,2,H,2.0,2.0,D,1999-00,70.6,101.9,0.6678966789667896,0.42435424354243545
Chelsea,Liverpool,2,0,H,2.0,0.0,H,1999-00,101.9,70.07407407407408,0.6051660516605166,0.35424354243542433
Everton,Arsenal,0,1,A,0.0,1.0,A,1999-00,62.32142857142857,68.92857142857143,0.42435424354243545,0.36900369003690037
Southampton,Leicester,1,2,A,1.0,1.0,D,1999-00,60.0,59.875,0.41262135922330095,0.23776223776223776
Watford,Man United,2,3,A,1.0,0.0,H,1999-00,47.041666666666664,70.6,0.2714285714285714,0.47601476014760147
Arsenal,West Ham,2,1,H,0.0,1.0,A,1999-00,68.92857142857143,68.04545454545455,0.6383763837638377,0.19421487603305784
Liverpool,Leicester,0,2,A,0.0,1.0,A,1999-00,70.07407407407408,59.875,0.5793357933579336,0.23776223776223776
Arsenal,Chelsea,2,1,H,1.0,0.0,H,1999-00,68.92857142857143,101.9,0.6383763837638377,0.42435424354243545
Man United,Tottenham,3,1,H,3.0,1.0,H,1999-00,70.6,95.5,0.6678966789667896,0.28044280442804426
Liverpool,Southampton,0,0,D,0.0,0.0,D,1999-00,70.07407407407408,60.0,0.5793357933579336,0.17475728155339806
Newcastle,Arsenal,4,2,H,2.0,1.0,H,1999-00,0.0,68.92857142857143,0.44715447154471544,0.36900369003690037
Chelsea,West Ham,4,2,H,1.0,0.0,H,2000-01,101.9,68.04545454545455,0.6051660516605166,0.19421487603305784
Man United,Newcastle,2,0,H,1.0,0.0,H,2000-01,70.6,0.0,0.6678966789667896,0.1910569105691057
Arsenal,Liverpool,2,0,H,1.0,0.0,H,2000-01,68.92857142857143,70.07407407407408,0.6383763837638377,0.35424354243542433
West Ham,Leicester,0,1,A,0.0,0.0,D,2000-01,68.04545454545455,59.875,0.371900826446281,0.23776223776223776
Newcastle,Tottenham,2,0,H,1.0,0.0,H,2000-01,0.0,95.5,0.44715447154471544,0.28044280442804426
Southampton,Liverpool,3,3,D,0.0,1.0,A,2000-01,60.0,70.07407407407408,0.41262135922330095,0.35424354243542433
West Ham,Man United,2,2,D,0.0,1.0,A,2000-01,68.04545454545455,70.6,0.371900826446281,0.47601476014760147
Tottenham,Everton,3,2,H,1.0,2.0,A,2000-01,95.5,62.32142857142857,0.4944649446494465,0.21033210332103322
Chelsea,Arsenal,2,2,D,1.0,0.0,H,2000-01,101.9,68.92857142857143,0.6051660516605166,0.36900369003690037
Leicester,Southampton,1,0,H,0.0,0.0,D,2000-01,59.875,60.0,0.34965034965034963,0.17475728155339806
Liverpool,Man City,3,2,H,1.0,0.0,H,2000-01,70.07407407407408,81.95,0.5793357933579336,0.33482142857142855
Newcastle,Chelsea,0,0,D,0.0,0.0,D,2000-01,0.0,101.9,0.44715447154471544,0.42435424354243545
Tottenham,West Ham,1,0,H,0.0,0.0,D,2000-01,95.5,68.04545454545455,0.4944649446494465,0.19421487603305784
Everton,Man United,1,3,A,0.0,3.0,A,2000-01,62.32142857142857,70.6,0.42435424354243545,0.47601476014760147
Southampton,Newcastle,2,0,H,0.0,0.0,D,2000-01,60.0,0.0,0.41262135922330095,0.1910569105691057
Chelsea,Leicester,0,2,A,0.0,1.0,A,2000-01,101.9,59.875,0.6051660516605166,0.23776223776223776
West Ham,Liverpool,1,1,D,0.0,1.0,A,2000-01,68.04545454545455,70.07407407407408,0.371900826446281,0.35424354243542433
Man United,Chelsea,3,3,D,3.0,2.0,H,2000-01,70.6,101.9,0.6678966789667896,0.42435424354243545
Tottenham,Man City,0,0,D,0.0,0.0,D,2000-01,95.5,81.95,0.4944649446494465,0.33482142857142855
Leicester,Everton,1,1,D,1.0,0.0,H,2000-01,59.875,62.32142857142857,0.34965034965034963,0.21033210332103322
Man City,Newcastle,0,1,A,0.0,0.0,D,2000-01,81.95,0.0,0.5401785714285714,0.1910569105691057
Arsenal,Man United,1,0,H,1.0,0.0,H,2000-01,68.92857142857143,70.6,0.6383763837638377,0.47601476014760147
Chelsea,Liverpool,3,0,H,2.0,0.0,H,2000-01,101.9,70.07407407407408,0.6051660516605166,0.35424354243542433
Everton,Southampton,1,1,D,0.0,0.0,D,2000-01,62.32142857142857,60.0,0.42435424354243545,0.17475728155339806
Leicester,Man United,0,3,A,0.0,1.0,A,2000-01,59.875,70.6,0.34965034965034963,0.47601476014760147
Liverpool,Leicester,1,0,H,0.0,0.0,D,2000-01,70.07407407407408,59.875,0.5793357933579336,0.23776223776223776
Newcastle,Everton,0,1,A,0.0,0.0,D,2000-01,0.0,62.32142857142857,0.44715447154471544,0.21033210332103322
West Ham,Arsenal,1,2,A,0.0,2.0,A,2000-01,68.04545454545455,68.92857142857143,0.371900826446281,0.36900369003690037
Southampton,Man City,0,2,A,0.0,1.0,A,2000-01,60.0,81.95,0.41262135922330095,0.33482142857142855
Arsenal,Man City,5,0,H,1.0,0.0,H,2000-01,68.92857142857143,81.95,0.6383763837638377,0.33482142857142855
Chelsea,Tottenham,3,0,H,2.0,0.0,H,2000-01,101.9,95.5,0.6051660516605166,0.28044280442804426
Man United,Southampton,5,0,H,2.0,0.0,H,2000-01,70.6,60.0,0.6678966789667896,0.17475728155339806
West Ham,Newcastle,1,0,H,0.0,0.0,D,2000-01,68.04545454545455,0.0,0.371900826446281,0.1910569105691057
Liverpool,Everton,3,1,H,1.0,1.0,D,2000-01,70.07407407407408,62.32142857142857,0.5793357933579336,0.21033210332103322
Man City,Leicester,0,1,A,0.0,0.0,D,2000-01,81.95,59.875,0.5401785714285714,0.23776223776223776
Southampton,Chelsea,3,2,H,2.0,0.0,H,2000-01,60.0,101.9,0.41262135922330095,0.42435424354243545
Leicester,Newcastle,1,1,D,0.0,0.0,D,2000-01,59.875,0.0,0.34965034965034963,0.1910569105691057
West Ham,Man City,4,1,H,0.0,1.0,A,2000-01,68.04545454545455,81.95,0.371900826446281,0.33482142857142855
Everton,Arsenal,2,0,H,0.0,0.0,D,2000-01,62.32142857142857,68.92857142857143,0.42435424354243545,0.36900369003690037
Man City,Man United,0,1,A,0.0,1.0,A,2000-01,81.95,70.6,0.5401785714285714,0.47601476014760147
Tottenham,Liverpool,2,1,H,2.0,1.0,H,2000-01,95.5,70.07407407407408,0.4944649446494465,0.35424354243542433
Everton,Chelsea,2,1,H,0.0,1.0,A,2000-01,62.32142857142857,101.9,0.42435424354243545,0.42435424354243545
Southampton,West Ham,2,3,A,1.0,2.0,A,2000-01,60.0,68.04545454545455,0.41262135922330095,0.19421487603305784
Tottenham,Leicester,3,0,H,2.0,0.0,H,2000-01,95.5,59.875,0.4944649446494465,0.23776223776223776
Newcastle,Liverpool,2,1,H,1.0,0.0,H,2000-01,0.0,70.07407407407408,0.44715447154471544,0.35424354243542433
Arsenal,Southampton,1,0,H,0.0,0.0,D,2000-01,68.92857142857143,60.0,0.6383763837638377,0.17475728155339806
Man United,Tottenham,2,0,H,1.0,0.0,H,2000-01,70.6,95.5,0.6678966789667896,0.28044280442804426
Chelsea,Man City,2,1,H,2.0,0.0,H,2000-01,101.9,81.95,0.6051660516605166,0.33482142857142855
Arsenal,Newcastle,5,0,H,2.0,0.0,H,2000-01,68.92857142857143,0.0,0.6383763837638377,0.1910569105691057
Man City,Everton,5,0,H,3.0,0.0,H,2000-01,81.95,62.32142857142857,0.5401785714285714,0.21033210332103322
Everton,West Ham,1,1,D,0.0,0.0,D,2000-01,62.32142857142857,68.04545454545455,0.42435424354243545,0.19421487603305784
Man United,Liverpool,0,1,A,0.0,1.0,A,2000-01,70.6,70.07407407407408,0.6678966789667896,0.35424354243542433
Tottenham,Arsenal,1,1,D,1.0,0.0,H,2000-01,95.5,68.92857142857143,0.4944649446494465,0.36900369003690037
Leicester,West Ham,2,1,H,1.0,1.0,D,2000-01,59.875,68.04545454545455,0.34965034965034963,0.19421487603305784
Liverpool,Arsenal,4,0,H,1.0,0.0,H,2000-01,70.07407407407408,68.92857142857143,0.5793357933579336,0.36900369003690037
Arsenal,Leicester,6,1,H,1.0,0.0,H,2000-01,68.92857142857143,59.875,0.6383763837638377,0.23776223776223776
Southampton,Tottenham,2,0,H,2.0,0.0,H,2000-01,60.0,95.5,0.41262135922330095,0.28044280442804426
Newcastle,Man United,1,1,D,0.0,1.0,A,2000-01,0.0,70.6,0.44715447154471544,0.47601476014760147
Liverpool,Southampton,2,1,H,1.0,1.0,D,2000-01,70.07407407407408,60.0,0.5793357933579336,0.17475728155339806
Man United,West Ham,3,1,H,2.0,0.0,H,2000-01,70.6,68.04545454545455,0.6678966789667896,0.19421487603305784
Tottenham,Newcastle,4,2,H,3.0,1.0,H,2000-01,95.5,0.0,0.4944649446494465,0.1910569105691057
Arsenal,Chelsea,1,1,D,1.0,0.0,H,2000-01,68.92857142857143,101.9,0.6383763837638377,0.42435424354243545
Everton,Tottenham,0,0,D,0.0,0.0,D,2000-01,62.32142857142857,95.5,0.42435424354243545,0.28044280442804426
Leicester,Arsenal,0,0,D,0.0,0.0,D,2000-01,59.875,68.92857142857143,0.34965034965034963,0.36900369003690037
Tottenham,Southampton,0,0,D,0.0,0.0,D,2000-01,95.5,60.0,0.4944649446494465,0.17475728155339806
Chelsea,Newcastle,3,1,H,1.0,1.0,D,2000-01,101.9,0.0,0.6051660516605166,0.1910569105691057
Man City,Liverpool,1,1,D,0.0,1.0,A,2000-01,81.95,70.07407407407408,0.5401785714285714,0.35424354243542433
Southampton,Leicester,1,0,H,0.0,0.0,D,2000-01,60.0,59.875,0.41262135922330095,0.23776223776223776
West Ham,Tottenham,0,0,D,0.0,0.0,D,2000-01,68.04545454545455,95.5,0.371900826446281,0.28044280442804426
Leicester,Chelsea,2,1,H,1.0,0.0,H,2000-01,59.875,101.9,0.34965034965034963,0.42435424354243545
Liverpool,West Ham,3,0,H,2.0,0.0,H,2000-01,70.07407407407408,68.04545454545455,0.5793357933579336,0.19421487603305784
Man United,Everton,1,0,H,0.0,0.0,D,2000-01,70.6,62.32142857142857,0.6678966789667896,0.21033210332103322
Chelsea,Man United,1,1,D,1.0,0.0,H,2000-01,101.9,70.6,0.6051660516605166,0.47601476014760147
Everton,Leicester,2,1,H,2.0,0.0,H,2000-01,62.32142857142857,59.875,0.42435424354243545,0.23776223776223776
Man City,Tottenham,0,1,A,0.0,0.0,D,2000-01,81.95,95.5,0.5401785714285714,0.28044280442804426
Newcastle,Man City,0,1,A,0.0,0.0,D,2000-01,0.0,81.95,0.44715447154471544,0.33482142857142855
Man United,Arsenal,6,1,H,5.0,1.0,H,2000-01,70.6,68.92857142857143,0.6678966789667896,0.36900369003690037
Arsenal,West Ham,3,0,H,3.0,0.0,H,2000-01,68.92857142857143,68.04545454545455,0.6383763837638377,0.19421487603305784
Everton,Newcastle,1,1,D,0.0,0.0,D,2000-01,62.32142857142857,0.0,0.42435424354243545,0.1910569105691057
Leicester,Liverpool,2,0,H,0.0,0.0,D,2000-01,59.875,70.07407407407408,0.34965034965034963,0.35424354243542433
Man City,Southampton,0,1,A,0.0,0.0,D,2000-01,81.95,60.0,0.5401785714285714,0.17475728155339806
West Ham,Chelsea,0,2,A,0.0,2.0,A,2000-01,68.04545454545455,101.9,0.371900826446281,0.42435424354243545
Man United,Leicester,2,0,H,0.0,0.0,D,2000-01,70.6,59.875,0.6678966789667896,0.23776223776223776
Southampton,Everton,1,0,H,0.0,0.0,D,2000-01,60.0,62.32142857142857,0.41262135922330095,0.21033210332103322
Arsenal,Tottenham,2,0,H,0.0,0.0,D,2000-01,68.92857142857143,95.5,0.6383763837638377,0.28044280442804426
Liverpool,Man United,2,0,H,2.0,0.0,H,2000-01,70.07407407407408,70.6,0.5793357933579336,0.47601476014760147
West Ham,Everton,0,2,A,0.0,1.0,A,2000-01,68.04545454545455,62.32142857142857,0.371900826446281,0.21033210332103322
Everton,Man City,3,1,H,2.0,1.0,H,2000-01,62.32142857142857,81.95,0.42435424354243545,0.33482142857142855
Man City,Arsenal,0,4,A,0.0,4.0,A,2000-01,81.95,68.92857142857143,0.5401785714285714,0.36900369003690037
Chelsea,Southampton,1,0,H,1.0,0.0,H,2000-01,101.9,60.0,0.6051660516605166,0.17475728155339806
Leicester,Man City,1,2,A,1.0,1.0,D,2000-01,59.875,81.95,0.34965034965034963,0.33482142857142855
Everton,Liverpool,2,3,A,1.0,1.0,D,2000-01,62.32142857142857,70.07407407407408,0.42435424354243545,0.35424354243542433
Newcastle,West Ham,2,1,H,1.0,0.0,H,2000-01,0.0,68.04545454545455,0.44715447154471544,0.19421487603305784
Tottenham,Chelsea,0,3,A,0.0,1.0,A,2000-01,95.5,101.9,0.4944649446494465,0.42435424354243545
Arsenal,Everton,4,1,H,1.0,1.0,D,2000-01,68.92857142857143,62.32142857142857,0.6383763837638377,0.21033210332103322
Man United,Man City,1,1,D,0.0,0.0,D,2000-01,70.6,81.95,0.6678966789667896,0.33482142857142855
Liverpool,Tottenham,3,1,H,1.0,1.0,D,2000-01,70.07407407407408,95.5,0.5793357933579336,0.28044280442804426
Man City,West Ham,1,0,H,1.0,0.0,H,2000-01,81.95,68.04545454545455,0.5401785714285714,0.19421487603305784
Newcastle,Leicester,1,0,H,0.0,0.0,D,2000-01,0.0,59.875,0.44715447154471544,0.23776223776223776
Newcastle,Southampton,1,1,D,1.0,0.0,H,2000-01,0.0,60.0,0.44715447154471544,0.17475728155339806
Chelsea,Everton,2,1,H,2.0,1.0,H,2000-01,101.9,62.32142857142857,0.6051660516605166,0.21033210332103322
Leicester,Tottenham,4,2,H,1.0,0.0,H,2000-01,59.875,95.5,0.34965034965034963,0.28044280442804426
Liverpool,Newcastle,3,0,H,1.0,0.0,H,2000-01,70.07407407407408,0.0,0.5793357933579336,0.1910569105691057
West Ham,Southampton,3,0,H,0.0,0.0,D,2000-01,68.04545454545455,60.0,0.371900826446281,0.17475728155339806
Liverpool,Chelsea,2,2,D,1.0,1.0,D,2000-01,70.07407407407408,101.9,0.5793357933579336,0.42435424354243545
Southampton,Man United,2,1,H,2.0,0.0,H,2000-01,60.0,70.6,0.41262135922330095,0.47601476014760147
Newcastle,Arsenal,0,0,D,0.0,0.0,D,2000-01,0.0,68.92857142857143,0.44715447154471544,0.36900369003690037
Man City,Chelsea,1,2,A,1.0,1.0,D,2000-01,81.95,101.9,0.5401785714285714,0.42435424354243545
Southampton,Arsenal,3,2,H,0.0,1.0,A,2000-01,60.0,68.92857142857143,0.41262135922330095,0.36900369003690037
Tottenham,Man United,3,1,H,1.0,1.0,D,2000-01,95.5,70.6,0.4944649446494465,0.47601476014760147
Liverpool,West Ham,2,1,H,1.0,1.0,D,2001-02,70.07407407407408,68.04545454545455,0.5793357933579336,0.19421487603305784
Chelsea,Newcastle,1,1,D,1.0,0.0,H,2001-02,101.9,0.0,0.6051660516605166,0.1910569105691057
Everton,Tottenham,1,1,D,0.0,1.0,A,2001-02,62.32142857142857,95.5,0.42435424354243545,0.28044280442804426
Arsenal,Leicester,4,0,H,2.0,0.0,H,2001-02,68.92857142857143,59.875,0.6383763837638377,0.23776223776223776
Southampton,Chelsea,0,2,A,0.0,1.0,A,2001-02,60.0,101.9,0.41262135922330095,0.42435424354243545
Chelsea,Arsenal,1,1,D,1.0,1.0,D,2001-02,101.9,68.92857142857143,0.6051660516605166,0.36900369003690037
Man United,Everton,4,1,H,2.0,0.0,H,2001-02,70.6,62.32142857142857,0.6678966789667896,0.21033210332103322
Tottenham,Southampton,2,0,H,0.0,0.0,D,2001-02,95.5,60.0,0.4944649446494465,0.17475728155339806
Everton,Liverpool,1,3,A,1.0,2.0,A,2001-02,62.32142857142857,70.07407407407408,0.42435424354243545,0.35424354243542433
Newcastle,Man United,4,3,H,2.0,1.0,H,2001-02,0.0,70.6,0.44715447154471544,0.47601476014760147
Tottenham,Chelsea,2,3,A,0.0,1.0,A,2001-02,95.5,101.9,0.4944649446494465,0.42435424354243545
Liverpool,Tottenham,1,0,H,0.0,0.0,D,2001-02,70.07407407407408,95.5,0.5793357933579336,0.28044280442804426
West Ham,Newcastle,3,0,H,1.0,0.0,H,2001-02,68.04545454545455,0.0,0.371900826446281,0.1910569105691057
Newcastle,Leicester,1,0,H,1.0,0.0,H,2001-02,0.0,59.875,0.44715447154471544,0.23776223776223776
Everton,West Ham,5,0,H,1.0,0.0,H,2001-02,62.32142857142857,68.04545454545455,0.42435424354243545,0.19421487603305784
Tottenham,Man United,3,5,A,3.0,0.0,H,2001-02,95.5,70.6,0.4944649446494465,0.47601476014760147
Newcastle,Liverpool,0,2,A,0.0,1.0,A,2001-02,0.0,70.07407407407408,0.44715447154471544,0.35424354243542433
Chelsea,Leicester,2,0,H,2.0,0.0,H,2001-02,101.9,59.875,0.6051660516605166,0.23776223776223776
Southampton,Arsenal,0,2,A,0.0,1.0,A,2001-02,60.0,68.92857142857143,0.41262135922330095,0.36900369003690037
Leicester,Liverpool,1,4,A,0.0,3.0,A,2001-02,59.875,70.07407407407408,0.34965034965034963,0.35424354243542433
West Ham,Southampton,2,0,H,0.0,0.0,D,2001-02,68.04545454545455,60.0,0.371900826446281,0.17475728155339806
Newcastle,Tottenham,0,2,A,0.0,2.0,A,2001-02,0.0,95.5,0.44715447154471544,0.28044280442804426
West Ham,Chelsea,2,1,H,2.0,1.0,H,2001-02,68.04545454545455,101.9,0.371900826446281,0.42435424354243545
Everton,Newcastle,1,3,A,0.0,1.0,A,2001-02,62.32142857142857,0.0,0.42435424354243545,0.1910569105691057
Liverpool,Man United,3,1,H,2.0,0.0,H,2001-02,70.07407407407408,70.6,0.5793357933579336,0.47601476014760147
Man United,Leicester,2,0,H,1.0,0.0,H,2001-02,70.6,59.875,0.6678966789667896,0.23776223776223776
Tottenham,Arsenal,1,1,D,0.0,0.0,D,2001-02,95.5,68.92857142857143,0.4944649446494465,0.36900369003690037
Everton,Chelsea,0,0,D,0.0,0.0,D,2001-02,62.32142857142857,101.9,0.42435424354243545,0.42435424354243545
Leicester,Everton,0,0,D,0.0,0.0,D,2001-02,59.875,62.32142857142857,0.34965034965034963,0.21033210332103322
West Ham,Tottenham,0,1,A,0.0,0.0,D,2001-02,68.04545454545455,95.5,0.371900826446281,0.28044280442804426
Arsenal,Man United,3,1,H,0.0,1.0,A,2001-02,68.92857142857143,70.6,0.6383763837638377,0.47601476014760147
Man United,Chelsea,0,3,A,0.0,1.0,A,2001-02,70.6,101.9,0.6678966789667896,0.42435424354243545
Everton,Southampton,2,0,H,0.0,0.0,D,2001-02,62.32142857142857,60.0,0.42435424354243545,0.17475728155339806
Leicester,Southampton,0,4,A,0.0,1.0,A,2001-02,59.875,60.0,0.34965034965034963,0.17475728155339806
Man United,West Ham,0,1,A,0.0,0.0,D,2001-02,70.6,68.04545454545455,0.6678966789667896,0.19421487603305784
West Ham,Arsenal,1,1,D,1.0,1.0,D,2001-02,68.04545454545455,68.92857142857143,0.371900826446281,0.36900369003690037
Chelsea,Liverpool,4,0,H,2.0,0.0,H,2001-02,101.9,70.07407407407408,0.6051660516605166,0.35424354243542433
Arsenal,Newcastle,1,3,A,1.0,0.0,H,2001-02,68.92857142857143,0.0,0.6383763837638377,0.1910569105691057
Leicester,West Ham,1,1,D,1.0,0.0,H,2001-02,59.875,68.04545454545455,0.34965034965034963,0.19421487603305784
Man United,Southampton,6,1,H,3.0,0.0,H,2001-02,70.6,60.0,0.6678966789667896,0.17475728155339806
Liverpool,Arsenal,1,2,A,0.0,1.0,A,2001-02,70.07407407407408,68.92857142857143,0.5793357933579336,0.36900369003690037
Arsenal,Chelsea,2,1,H,0.0,1.0,A,2001-02,68.92857142857143,101.9,0.6383763837638377,0.42435424354243545
Everton,Man United,0,2,A,0.0,0.0,D,2001-02,62.32142857142857,70.6,0.42435424354243545,0.47601476014760147
Southampton,Tottenham,1,0,H,0.0,0.0,D,2001-02,60.0,95.5,0.41262135922330095,0.28044280442804426
Newcastle,Chelsea,1,2,A,1.0,2.0,A,2001-02,0.0,101.9,0.44715447154471544,0.42435424354243545
West Ham,Liverpool,1,1,D,1.0,0.0,H,2001-02,68.04545454545455,70.07407407407408,0.371900826446281,0.35424354243542433
Chelsea,Southampton,2,4,A,2.0,1.0,H,2001-02,101.9,60.0,0.6051660516605166,0.17475728155339806
Man United,Newcastle,3,1,H,1.0,0.0,H,2001-02,70.6,0.0,0.6678966789667896,0.1910569105691057
Southampton,Liverpool,2,0,H,0.0,0.0,D,2001-02,60.0,70.07407407407408,0.41262135922330095,0.35424354243542433
West Ham,Leicester,1,0,H,1.0,0.0,H,2001-02,68.04545454545455,59.875,0.371900826446281,0.23776223776223776
Arsenal,Liverpool,1,1,D,0.0,0.0,D,2001-02,68.92857142857143,70.07407407407408,0.6383763837638377,0.35424354243542433
Southampton,Man United,1,3,A,1.0,2.0,A,2001-02,60.0,70.6,0.41262135922330095,0.47601476014760147
Leicester,Newcastle,0,0,D,0.0,0.0,D,2001-02,59.875,0.0,0.34965034965034963,0.1910569105691057
Liverpool,Southampton,1,1,D,1.0,0.0,H,2001-02,70.07407407407408,60.0,0.5793357933579336,0.17475728155339806
Tottenham,Everton,1,1,D,1.0,1.0,D,2001-02,95.5,62.32142857142857,0.4944649446494465,0.21033210332103322
Chelsea,West Ham,5,1,H,1.0,0.0,H,2001-02,101.9,68.04545454545455,0.6051660516605166,0.19421487603305784
Man United,Liverpool,0,1,A,0.0,0.0,D,2001-02,70.6,70.07407407407408,0.6678966789667896,0.35424354243542433
Leicester,Arsenal,1,3,A,0.0,2.0,A,2001-02,59.875,68.92857142857143,0.34965034965034963,0.36900369003690037
Liverpool,Leicester,1,0,H,0.0,0.0,D,2001-02,70.07407407407408,59.875,0.5793357933579336,0.23776223776223776
Southampton,West Ham,2,0,H,1.0,0.0,H,2001-02,60.0,68.04545454545455,0.41262135922330095,0.19421487603305784
Tottenham,Newcastle,1,3,A,1.0,0.0,H,2001-02,95.5,0.0,0.4944649446494465,0.1910569105691057
Arsenal,Southampton,1,1,D,1.0,0.0,H,2001-02,68.92857142857143,60.0,0.6383763837638377,0.17475728155339806
Leicester,Chelsea,2,3,A,1.0,0.0,H,2001-02,59.875,101.9,0.34965034965034963,0.42435424354243545
Newcastle,Southampton,3,1,H,3.0,1.0,H,2001-02,0.0,60.0,0.44715447154471544,0.17475728155339806
Tottenham,Leicester,2,1,H,1.0,0.0,H,2001-02,95.5,59.875,0.4944649446494465,0.23776223776223776
Everton,Arsenal,0,1,A,0.0,0.0,D,2001-02,62.32142857142857,68.92857142857143,0.42435424354243545,0.36900369003690037
Liverpool,Everton,1,1,D,0.0,0.0,D,2001-02,70.07407407407408,62.32142857142857,0.5793357933579336,0.21033210332103322
Newcastle,Arsenal,0,2,A,0.0,2.0,A,2001-02,0.0,68.92857142857143,0.44715447154471544,0.36900369003690037
Liverpool,Newcastle,3,0,H,1.0,0.0,H,2001-02,70.07407407407408,0.0,0.5793357933579336,0.1910569105691057
Man United,Tottenham,4,0,H,2.0,0.0,H,2001-02,70.6,95.5,0.6678966789667896,0.28044280442804426
West Ham,Everton,1,0,H,0.0,0.0,D,2001-02,68.04545454545455,62.32142857142857,0.371900826446281,0.21033210332103322
Chelsea,Tottenham,4,0,H,1.0,0.0,H,2001-02,101.9,95.5,0.6051660516605166,0.28044280442804426
Southampton,Leicester,2,2,D,1.0,2.0,A,2001-02,60.0,59.875,0.41262135922330095,0.23776223776223776
West Ham,Man United,3,5,A,2.0,2.0,D,2001-02,68.04545454545455,70.6,0.371900826446281,0.47601476014760147
Liverpool,Chelsea,1,0,H,0.0,0.0,D,2001-02,70.07407407407408,101.9,0.5793357933579336,0.42435424354243545
Newcastle,Everton,6,2,H,2.0,2.0,D,2001-02,0.0,62.32142857142857,0.44715447154471544,0.21033210332103322
Arsenal,Tottenham,2,1,H,1.0,0.0,H,2001-02,68.92857142857143,95.5,0.6383763837638377,0.28044280442804426
Chelsea,Everton,3,0,H,2.0,0.0,H,2001-02,101.9,62.32142857142857,0.6051660516605166,0.21033210332103322
Leicester,Man United,0,1,A,0.0,0.0,D,2001-02,59.875,70.6,0.34965034965034963,0.47601476014760147
Everton,Leicester,2,2,D,0.0,2.0,A,2001-02,62.32142857142857,59.875,0.42435424354243545,0.23776223776223776
Tottenham,West Ham,1,1,D,0.0,0.0,D,2001-02,95.5,68.04545454545455,0.4944649446494465,0.19421487603305784
Chelsea,Man United,0,3,A,0.0,2.0,A,2001-02,101.9,70.6,0.6051660516605166,0.47601476014760147
Southampton,Everton,0,1,A,0.0,1.0,A,2001-02,60.0,62.32142857142857,0.41262135922330095,0.21033210332103322
Arsenal,West Ham,2,0,H,0.0,0.0,D,2001-02,68.92857142857143,68.04545454545455,0.6383763837638377,0.19421487603305784
Newcastle,West Ham,3,1,H,1.0,1.0,D,2001-02,0.0,68.04545454545455,0.44715447154471544,0.19421487603305784
Tottenham,Liverpool,1,0,H,1.0,0.0,H,2001-02,95.5,70.07407407407408,0.4944649446494465,0.35424354243542433
Man United,Arsenal,0,1,A,0.0,0.0,D,2001-02,70.6,68.92857142857143,0.6678966789667896,0.36900369003690037
Arsenal,Everton,4,3,H,2.0,2.0,D,2001-02,68.92857142857143,62.32142857142857,0.6383763837638377,0.21033210332103322
Leicester,Tottenham,2,1,H,0.0,0.0,D,2001-02,59.875,95.5,0.34965034965034963,0.28044280442804426
Southampton,Newcastle,3,1,H,2.0,0.0,H,2001-02,60.0,0.0,0.41262135922330095,0.1910569105691057
Everton,Tottenham,2,2,D,1.0,0.0,H,2002-03,62.32142857142857,95.5,0.42435424354243545,0.28044280442804426
Man United,West Brom,1,0,H,0.0,0.0,D,2002-03,70.6,71.26315789473684,0.6678966789667896,0.15333333333333332
Newcastle,West Ham,4,0,H,0.0,0.0,D,2002-03,0.0,68.04545454545455,0.44715447154471544,0.19421487603305784
Chelsea,Man United,2,2,D,2.0,1.0,H,2002-03,101.9,70.6,0.6051660516605166,0.47601476014760147
Liverpool,Southampton,3,0,H,1.0,0.0,H,2002-03,70.07407407407408,60.0,0.5793357933579336,0.17475728155339806
Man City,Newcastle,1,0,H,1.0,0.0,H,2002-03,81.95,0.0,0.5401785714285714,0.1910569105691057
West Ham,Arsenal,2,2,D,1.0,0.0,H,2002-03,68.04545454545455,68.92857142857143,0.371900826446281,0.36900369003690037
Arsenal,West Brom,5,2,H,3.0,0.0,H,2002-03,68.92857142857143,71.26315789473684,0.6383763837638377,0.15333333333333332
Southampton,Chelsea,1,1,D,0.0,0.0,D,2002-03,60.0,101.9,0.41262135922330095,0.42435424354243545
Man City,Everton,3,1,H,2.0,1.0,H,2002-03,81.95,62.32142857142857,0.5401785714285714,0.21033210332103322
