HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Season,home_fpl,away_fpl,home_win,away_win
Burnley,Man United,1,0,H,1.0,0.0,H,2009-10,64.38888888888889,70.6,0.3559322033898305,0.47601476014760147
Liverpool,Stoke,4,0,H,2.0,0.0,H,2009-10,70.07407407407408,59.40909090909091,0.5793357933579336,0.17692307692307693
Burnley,Everton,1,0,H,1.0,0.0,H,2009-10,64.38888888888889,62.32142857142857,0.3559322033898305,0.21033210332103322
West Ham,Tottenham,1,2,A,0.0,0.0,D,2009-10,68.04545454545455,95.5,0.371900826446281,0.28044280442804426
Chelsea,Burnley,3,0,H,1.0,0.0,H,2009-10,101.9,64.38888888888889,0.6051660516605166,0.15254237288135594
Man United,Arsenal,2,1,H,0.0,1.0,A,2009-10,70.6,68.92857142857143,0.6678966789667896,0.36900369003690037
Liverpool,Burnley,4,0,H,2.0,0.0,H,2009-10,70.07407407407408,64.38888888888889,0.5793357933579336,0.15254237288135594
Man City,Arsenal,4,2,H,1.0,0.0,H,2009-10,81.95,68.92857142857143,0.5401785714285714,0.36900369003690037
Stoke,Chelsea,1,2,A,1.0,1.0,D,2009-10,59.40909090909091,101.9,0.34615384615384615,0.42435424354243545
Tottenham,Man United,1,3,A,1.0,2.0,A,2009-10,95.5,70.6,0.4944649446494465,0.47601476014760147
West Ham,Liverpool,2,3,A,2.0,2.0,D,2009-10,68.04545454545455,70.07407407407408,0.371900826446281,0.35424354243542433
Chelsea,Tottenham,3,0,H,1.0,0.0,H,2009-10,101.9,95.5,0.6051660516605166,0.28044280442804426
Man United,Man City,4,3,H,1.0,1.0,D,2009-10,70.6,81.95,0.6678966789667896,0.33482142857142855
Stoke,Man United,0,2,A,0.0,0.0,D,2009-10,59.40909090909091,70.6,0.34615384615384615,0.47601476014760147
Tottenham,Burnley,5,0,H,2.0,0.0,H,2009-10,95.5,64.38888888888889,0.4944649446494465,0.15254237288135594
Man City,West Ham,3,1,H,2.0,1.0,H,2009-10,81.95,68.04545454545455,0.5401785714285714,0.19421487603305784
Chelsea,Liverpool,2,0,H,0.0,0.0,D,2009-10,101.9,70.07407407407408,0.6051660516605166,0.35424354243542433
Everton,Stoke,1,1,D,0.0,0.0,D,2009-10,62.32142857142857,59.40909090909091,0.42435424354243545,0.17692307692307693
Stoke,West Ham,2,1,H,1.0,1.0,D,2009-10,59.40909090909091,68.04545454545455,0.34615384615384615,0.19421487603305784
Tottenham,Stoke,0,1,A,0.0,0.0,D,2009-10,95.5,59.40909090909091,0.4944649446494465,0.17692307692307693
Liverpool,Man United,2,0,H,0.0,0.0,D,2009-10,70.07407407407408,70.6,0.5793357933579336,0.47601476014760147
West Ham,Arsenal,2,2,D,0.0,2.0,A,2009-10,68.04545454545455,68.92857142857143,0.371900826446281,0.36900369003690037
Arsenal,Tottenham,3,0,H,2.0,0.0,H,2009-10,68.92857142857143,95.5,0.6383763837638377,0.28044280442804426
Man City,Burnley,3,3,D,1.0,2.0,A,2009-10,81.95,64.38888888888889,0.5401785714285714,0.15254237288135594
Chelsea,Man United,1,0,H,0.0,0.0,D,2009-10,101.9,70.6,0.6051660516605166,0.47601476014760147
West Ham,Everton,1,2,A,0.0,1.0,A,2009-10,68.04545454545455,62.32142857142857,0.371900826446281,0.21033210332103322
Liverpool,Man City,2,2,D,0.0,0.0,D,2009-10,70.07407407407408,81.95,0.5793357933579336,0.33482142857142855
Man United,Everton,3,0,H,1.0,0.0,H,2009-10,70.6,62.32142857142857,0.6678966789667896,0.21033210332103322
West Ham,Burnley,5,3,H,3.0,0.0,H,2009-10,68.04545454545455,64.38888888888889,0.371900826446281,0.15254237288135594
Arsenal,Chelsea,0,3,A,0.0,2.0,A,2009-10,68.92857142857143,101.9,0.6383763837638377,0.42435424354243545
Everton,Liverpool,0,2,A,0.0,1.0,A,2009-10,62.32142857142857,70.07407407407408,0.42435424354243545,0.35424354243542433
Arsenal,Stoke,2,0,H,1.0,0.0,H,2009-10,68.92857142857143,59.40909090909091,0.6383763837638377,0.17692307692307693
Man City,Chelsea,2,1,H,1.0,1.0,D,2009-10,81.95,101.9,0.5401785714285714,0.42435424354243545
West Ham,Man United,0,4,A,0.0,1.0,A,2009-10,68.04545454545455,70.6,0.371900826446281,0.47601476014760147
Everton,Tottenham,2,2,D,0.0,0.0,D,2009-10,62.32142857142857,95.5,0.42435424354243545,0.28044280442804426
Chelsea,Everton,3,3,D,2.0,2.0,D,2009-10,101.9,62.32142857142857,0.6051660516605166,0.21033210332103322
Liverpool,Arsenal,1,2,A,1.0,0.0,H,2009-10,70.07407407407408,68.92857142857143,0.5793357933579336,0.36900369003690037
Burnley,Arsenal,1,1,D,1.0,1.0,D,2009-10,64.38888888888889,68.92857142857143,0.3559322033898305,0.36900369003690037
Tottenham,Man City,3,0,H,1.0,0.0,H,2009-10,95.5,81.95,0.4944649446494465,0.33482142857142855
West Ham,Chelsea,1,1,D,1.0,0.0,H,2009-10,68.04545454545455,101.9,0.371900826446281,0.42435424354243545
Man City,Stoke,2,0,H,2.0,0.0,H,2009-10,81.95,59.40909090909091,0.5401785714285714,0.17692307692307693
Everton,Burnley,2,0,H,0.0,0.0,D,2009-10,62.32142857142857,64.38888888888889,0.42435424354243545,0.15254237288135594
Tottenham,West Ham,2,0,H,1.0,0.0,H,2009-10,95.5,68.04545454545455,0.4944649446494465,0.19421487603305784
Arsenal,Everton,2,2,D,1.0,1.0,D,2009-10,68.92857142857143,62.32142857142857,0.6383763837638377,0.21033210332103322
Everton,Man City,2,0,H,2.0,0.0,H,2009-10,62.32142857142857,81.95,0.42435424354243545,0.33482142857142855
Man United,Burnley,3,0,H,0.0,0.0,D,2009-10,70.6,64.38888888888889,0.6678966789667896,0.15254237288135594
Stoke,Liverpool,1,1,D,0.0,0.0,D,2009-10,59.40909090909091,70.07407407407408,0.34615384615384615,0.35424354243542433
Liverpool,Tottenham,2,0,H,1.0,0.0,H,2009-10,70.07407407407408,95.5,0.5793357933579336,0.28044280442804426
Burnley,Chelsea,1,2,A,0.0,1.0,A,2009-10,64.38888888888889,101.9,0.3559322033898305,0.42435424354243545
Arsenal,Man United,1,3,A,0.0,2.0,A,2009-10,68.92857142857143,70.6,0.6383763837638377,0.47601476014760147
Burnley,West Ham,2,1,H,1.0,0.0,H,2009-10,64.38888888888889,68.04545454545455,0.3559322033898305,0.19421487603305784
Liverpool,Everton,1,0,H,0.0,0.0,D,2009-10,70.07407407407408,62.32142857142857,0.5793357933579336,0.21033210332103322
Chelsea,Arsenal,2,0,H,2.0,0.0,H,2009-10,101.9,68.92857142857143,0.6051660516605166,0.36900369003690037
Arsenal,Liverpool,1,0,H,0.0,0.0,D,2009-10,68.92857142857143,70.07407407407408,0.6383763837638377,0.35424354243542433
Everton,Chelsea,2,1,H,1.0,1.0,D,2009-10,62.32142857142857,101.9,0.42435424354243545,0.42435424354243545
Stoke,Man City,1,1,D,0.0,0.0,D,2009-10,59.40909090909091,81.95,0.34615384615384615,0.33482142857142855
Everton,Man United,3,1,H,1.0,1.0,D,2009-10,62.32142857142857,70.6,0.42435424354243545,0.47601476014760147
Man City,Liverpool,0,0,D,0.0,0.0,D,2009-10,81.95,70.07407407407408,0.5401785714285714,0.35424354243542433
Man United,West Ham,3,0,H,1.0,0.0,H,2009-10,70.6,68.04545454545455,0.6678966789667896,0.19421487603305784
Chelsea,Man City,2,4,A,1.0,1.0,D,2009-10,101.9,81.95,0.6051660516605166,0.33482142857142855
Stoke,Arsenal,1,3,A,1.0,1.0,D,2009-10,59.40909090909091,68.92857142857143,0.34615384615384615,0.36900369003690037
Tottenham,Everton,2,1,H,2.0,0.0,H,2009-10,95.5,62.32142857142857,0.4944649446494465,0.21033210332103322
Arsenal,Burnley,3,1,H,1.0,0.0,H,2009-10,68.92857142857143,64.38888888888889,0.6383763837638377,0.15254237288135594
Burnley,Stoke,1,1,D,0.0,1.0,A,2009-10,64.38888888888889,59.40909090909091,0.3559322033898305,0.17692307692307693
Chelsea,West Ham,4,1,H,1.0,1.0,D,2009-10,101.9,68.04545454545455,0.6051660516605166,0.19421487603305784
Arsenal,West Ham,2,0,H,1.0,0.0,H,2009-10,68.92857142857143,68.04545454545455,0.6383763837638377,0.19421487603305784
Stoke,Tottenham,1,2,A,0.0,0.0,D,2009-10,59.40909090909091,95.5,0.34615384615384615,0.28044280442804426
Man United,Liverpool,2,1,H,1.0,1.0,D,2009-10,70.6,70.07407407407408,0.6678966789667896,0.35424354243542433
Man City,Everton,0,2,A,0.0,1.0,A,2009-10,81.95,62.32142857142857,0.5401785714285714,0.21033210332103322
West Ham,Stoke,0,1,A,0.0,0.0,D,2009-10,68.04545454545455,59.40909090909091,0.371900826446281,0.17692307692307693
Burnley,Man City,1,6,A,0.0,5.0,A,2009-10,64.38888888888889,81.95,0.3559322033898305,0.33482142857142855
Man United,Chelsea,1,2,A,0.0,1.0,A,2009-10,70.6,101.9,0.6678966789667896,0.42435424354243545
Everton,West Ham,2,2,D,1.0,0.0,H,2009-10,62.32142857142857,68.04545454545455,0.42435424354243545,0.19421487603305784
Tottenham,Arsenal,2,1,H,1.0,0.0,H,2009-10,95.5,68.92857142857143,0.4944649446494465,0.36900369003690037
Man City,Man United,0,1,A,0.0,0.0,D,2009-10,81.95,70.6,0.5401785714285714,0.47601476014760147
Tottenham,Chelsea,2,1,H,2.0,0.0,H,2009-10,95.5,101.9,0.4944649446494465,0.42435424354243545
Liverpool,West Ham,3,0,H,2.0,0.0,H,2009-10,70.07407407407408,68.04545454545455,0.5793357933579336,0.19421487603305784
Arsenal,Man City,0,0,D,0.0,0.0,D,2009-10,68.92857142857143,81.95,0.6383763837638377,0.33482142857142855
Man United,Tottenham,3,1,H,0.0,0.0,D,2009-10,70.6,95.5,0.6678966789667896,0.28044280442804426
Burnley,Liverpool,0,4,A,0.0,0.0,D,2009-10,64.38888888888889,70.07407407407408,0.3559322033898305,0.35424354243542433
Chelsea,Stoke,7,0,H,3.0,0.0,H,2009-10,101.9,59.40909090909091,0.6051660516605166,0.17692307692307693
Stoke,Everton,0,0,D,0.0,0.0,D,2009-10,59.40909090909091,62.32142857142857,0.34615384615384615,0.21033210332103322
Liverpool,Chelsea,0,2,A,0.0,1.0,A,2009-10,70.07407407407408,101.9,0.5793357933579336,0.42435424354243545
Man City,Tottenham,0,1,A,0.0,0.0,D,2009-10,81.95,95.5,0.5401785714285714,0.28044280442804426
Burnley,Tottenham,4,2,H,1.0,2.0,A,2009-10,64.38888888888889,95.5,0.3559322033898305,0.28044280442804426
Man United,Stoke,4,0,H,2.0,0.0,H,2009-10,70.6,59.40909090909091,0.6678966789667896,0.17692307692307693
West Ham,Man City,1,1,D,1.0,1.0,D,2009-10,68.04545454545455,81.95,0.371900826446281,0.33482142857142855
Chelsea,West Brom,6,0,H,2.0,0.0,H,2010-11,101.9,71.26315789473684,0.6051660516605166,0.15333333333333332
Tottenham,Man City,0,0,D,0.0,0.0,D,2010-11,95.5,81.95,0.4944649446494465,0.33482142857142855
Liverpool,Arsenal,1,1,D,0.0,0.0,D,2010-11,70.07407407407408,68.92857142857143,0.5793357933579336,0.36900369003690037
Man United,Newcastle,3,0,H,2.0,0.0,H,2010-11,70.6,0.0,0.6678966789667896,0.1910569105691057
Stoke,Tottenham,1,2,A,1.0,2.0,A,2010-11,59.40909090909091,95.5,0.34615384615384615,0.28044280442804426
Man City,Liverpool,3,0,H,1.0,0.0,H,2010-11,81.95,70.07407407407408,0.5401785714285714,0.35424354243542433
Chelsea,Stoke,2,0,H,1.0,0.0,H,2010-11,101.9,59.40909090909091,0.6051660516605166,0.17692307692307693
Man United,West Ham,3,0,H,1.0,0.0,H,2010-11,70.6,68.04545454545455,0.6678966789667896,0.19421487603305784
Liverpool,West Brom,1,0,H,0.0,0.0,D,2010-11,70.07407407407408,71.26315789473684,0.5793357933579336,0.15333333333333332
Everton,Man United,3,3,D,1.0,1.0,D,2010-11,62.32142857142857,70.6,0.42435424354243545,0.47601476014760147
West Brom,Tottenham,1,1,D,1.0,1.0,D,2010-11,71.26315789473684,95.5,0.28,0.28044280442804426
West Ham,Chelsea,1,3,A,0.0,2.0,A,2010-11,68.04545454545455,101.9,0.371900826446281,0.42435424354243545
Everton,Newcastle,0,1,A,0.0,1.0,A,2010-11,62.32142857142857,0.0,0.42435424354243545,0.1910569105691057
Stoke,West Ham,1,1,D,0.0,1.0,A,2010-11,59.40909090909091,68.04545454545455,0.34615384615384615,0.19421487603305784
Man United,Liverpool,3,2,H,1.0,0.0,H,2010-11,70.6,70.07407407407408,0.6678966789667896,0.35424354243542433
Arsenal,West Brom,2,3,A,0.0,0.0,D,2010-11,68.92857142857143,71.26315789473684,0.6383763837638377,0.15333333333333332
Man City,Chelsea,1,0,H,0.0,0.0,D,2010-11,81.95,101.9,0.5401785714285714,0.42435424354243545
West Ham,Tottenham,1,0,H,1.0,0.0,H,2010-11,68.04545454545455,95.5,0.371900826446281,0.28044280442804426
Newcastle,Stoke,1,2,A,1.0,0.0,H,2010-11,0.0,59.40909090909091,0.44715447154471544,0.17692307692307693
Chelsea,Arsenal,2,0,H,1.0,0.0,H,2010-11,101.9,68.92857142857143,0.6051660516605166,0.36900369003690037
Man City,Newcastle,2,1,H,1.0,1.0,D,2010-11,81.95,0.0,0.5401785714285714,0.1910569105691057
Man United,West Brom,2,2,D,2.0,0.0,H,2010-11,70.6,71.26315789473684,0.6678966789667896,0.15333333333333332
Everton,Liverpool,2,0,H,1.0,0.0,H,2010-11,62.32142857142857,70.07407407407408,0.42435424354243545,0.35424354243542433
Tottenham,Everton,1,1,D,1.0,1.0,D,2010-11,95.5,62.32142857142857,0.4944649446494465,0.21033210332103322
West Ham,Newcastle,1,2,A,1.0,1.0,D,2010-11,68.04545454545455,0.0,0.371900826446281,0.1910569105691057
Man City,Arsenal,0,3,A,0.0,1.0,A,2010-11,81.95,68.92857142857143,0.5401785714285714,0.36900369003690037
Stoke,Man United,1,2,A,0.0,1.0,A,2010-11,59.40909090909091,70.6,0.34615384615384615,0.47601476014760147
Arsenal,West Ham,1,0,H,0.0,0.0,D,2010-11,68.92857142857143,68.04545454545455,0.6383763837638377,0.19421487603305784
Everton,Stoke,1,0,H,0.0,0.0,D,2010-11,62.32142857142857,59.40909090909091,0.42435424354243545,0.17692307692307693
Man United,Tottenham,2,0,H,1.0,0.0,H,2010-11,70.6,95.5,0.6678966789667896,0.28044280442804426
Arsenal,Newcastle,0,1,A,0.0,1.0,A,2010-11,68.92857142857143,0.0,0.6383763837638377,0.1910569105691057
Liverpool,Chelsea,2,0,H,2.0,0.0,H,2010-11,70.07407407407408,101.9,0.5793357933579336,0.42435424354243545
West Brom,Man City,0,2,A,0.0,2.0,A,2010-11,71.26315789473684,81.95,0.28,0.33482142857142855
Man City,Man United,0,0,D,0.0,0.0,D,2010-11,81.95,70.6,0.5401785714285714,0.47601476014760147
West Ham,West Brom,2,2,D,1.0,1.0,D,2010-11,68.04545454545455,71.26315789473684,0.371900826446281,0.15333333333333332
Stoke,Liverpool,2,0,H,0.0,0.0,D,2010-11,59.40909090909091,70.07407407407408,0.34615384615384615,0.35424354243542433
Everton,Arsenal,1,2,A,0.0,1.0,A,2010-11,62.32142857142857,68.92857142857143,0.42435424354243545,0.36900369003690037
Arsenal,Tottenham,2,3,A,2.0,0.0,H,2010-11,68.92857142857143,95.5,0.6383763837638377,0.28044280442804426
Liverpool,West Ham,3,0,H,3.0,0.0,H,2010-11,70.07407407407408,68.04545454545455,0.5793357933579336,0.19421487603305784
West Brom,Stoke,0,3,A,0.0,0.0,D,2010-11,71.26315789473684,59.40909090909091,0.28,0.17692307692307693
Everton,West Brom,1,4,A,1.0,2.0,A,2010-11,62.32142857142857,71.26315789473684,0.42435424354243545,0.15333333333333332
Stoke,Man City,1,1,D,0.0,0.0,D,2010-11,59.40909090909091,81.95,0.34615384615384615,0.33482142857142855
Newcastle,Chelsea,1,1,D,1.0,1.0,D,2010-11,0.0,101.9,0.44715447154471544,0.42435424354243545
Tottenham,Liverpool,2,1,H,0.0,1.0,A,2010-11,95.5,70.07407407407408,0.4944649446494465,0.35424354243542433
Chelsea,Everton,1,1,D,1.0,0.0,H,2010-11,101.9,62.32142857142857,0.6051660516605166,0.21033210332103322
West Brom,Newcastle,3,1,H,1.0,0.0,H,2010-11,71.26315789473684,0.0,0.28,0.1910569105691057
Newcastle,Liverpool,3,1,H,1.0,0.0,H,2010-11,0.0,70.07407407407408,0.44715447154471544,0.35424354243542433
West Ham,Man City,1,3,A,0.0,1.0,A,2010-11,68.04545454545455,81.95,0.371900826446281,0.33482142857142855
Tottenham,Chelsea,1,1,D,1.0,0.0,H,2010-11,95.5,101.9,0.4944649446494465,0.42435424354243545
Man United,Arsenal,1,0,H,1.0,0.0,H,2010-11,70.6,68.92857142857143,0.6678966789667896,0.36900369003690037
Man City,Everton,1,2,A,0.0,2.0,A,2010-11,81.95,62.32142857142857,0.5401785714285714,0.21033210332103322
Newcastle,Man City,1,3,A,0.0,2.0,A,2010-11,0.0,81.95,0.44715447154471544,0.33482142857142855
Arsenal,Chelsea,3,1,H,1.0,0.0,H,2010-11,68.92857142857143,101.9,0.6383763837638377,0.42435424354243545
Tottenham,Newcastle,2,0,H,0.0,0.0,D,2010-11,95.5,0.0,0.4944649446494465,0.1910569105691057
West Ham,Everton,1,1,D,1.0,1.0,D,2010-11,68.04545454545455,62.32142857142857,0.371900826446281,0.21033210332103322
Stoke,Everton,2,0,H,1.0,0.0,H,2010-11,59.40909090909091,62.32142857142857,0.34615384615384615,0.21033210332103322
West Brom,Man United,1,2,A,1.0,1.0,D,2010-11,71.26315789473684,70.6,0.28,0.47601476014760147
Man United,Stoke,2,1,H,1.0,0.0,H,2010-11,70.6,59.40909090909091,0.6678966789667896,0.17692307692307693
Arsenal,Man City,0,0,D,0.0,0.0,D,2010-11,68.92857142857143,81.95,0.6383763837638377,0.33482142857142855
Everton,Tottenham,2,1,H,1.0,1.0,D,2010-11,62.32142857142857,95.5,0.42435424354243545,0.28044280442804426
Newcastle,West Ham,5,0,H,3.0,0.0,H,2010-11,0.0,68.04545454545455,0.44715447154471544,0.19421487603305784
West Ham,Arsenal,0,3,A,0.0,2.0,A,2010-11,68.04545454545455,68.92857142857143,0.371900826446281,0.36900369003690037
Liverpool,Everton,2,2,D,1.0,0.0,H,2010-11,70.07407407407408,62.32142857142857,0.5793357933579336,0.21033210332103322
Tottenham,Man United,0,0,D,0.0,0.0,D,2010-11,95.5,70.6,0.4944649446494465,0.47601476014760147
Everton,West Ham,2,2,D,0.0,1.0,A,2010-11,62.32142857142857,68.04545454545455,0.42435424354243545,0.19421487603305784
Newcastle,Tottenham,1,1,D,0.0,0.0,D,2010-11,0.0,95.5,0.44715447154471544,0.28044280442804426
Arsenal,Everton,2,1,H,0.0,1.0,A,2010-11,68.92857142857143,62.32142857142857,0.6383763837638377,0.21033210332103322
Liverpool,Stoke,2,0,H,0.0,0.0,D,2010-11,70.07407407407408,59.40909090909091,0.5793357933579336,0.17692307692307693
Man City,West Brom,3,0,H,3.0,0.0,H,2010-11,81.95,71.26315789473684,0.5401785714285714,0.15333333333333332
Newcastle,Arsenal,4,4,D,0.0,4.0,A,2010-11,0.0,68.92857142857143,0.44715447154471544,0.36900369003690037
Chelsea,Liverpool,0,1,A,0.0,0.0,D,2010-11,101.9,70.07407407407408,0.6051660516605166,0.35424354243542433
Man United,Man City,2,1,H,1.0,0.0,H,2010-11,70.6,81.95,0.6678966789667896,0.33482142857142855
West Brom,West Ham,3,3,D,3.0,0.0,H,2010-11,71.26315789473684,68.04545454545455,0.28,0.19421487603305784
Arsenal,Stoke,1,0,H,1.0,0.0,H,2010-11,68.92857142857143,59.40909090909091,0.6383763837638377,0.17692307692307693
West Ham,Liverpool,3,1,H,2.0,0.0,H,2010-11,68.04545454545455,70.07407407407408,0.371900826446281,0.35424354243542433
Stoke,West Brom,1,1,D,0.0,0.0,D,2010-11,59.40909090909091,71.26315789473684,0.34615384615384615,0.15333333333333332
Chelsea,Man United,2,1,H,0.0,1.0,A,2010-11,101.9,70.6,0.6051660516605166,0.47601476014760147
Newcastle,Everton,1,2,A,1.0,2.0,A,2010-11,0.0,62.32142857142857,0.44715447154471544,0.21033210332103322
West Ham,Stoke,3,0,H,2.0,0.0,H,2010-11,68.04545454545455,59.40909090909091,0.371900826446281,0.17692307692307693
Liverpool,Man United,3,1,H,2.0,0.0,H,2010-11,70.07407407407408,70.6,0.5793357933579336,0.47601476014760147
Stoke,Newcastle,4,0,H,1.0,0.0,H,2010-11,59.40909090909091,0.0,0.34615384615384615,0.1910569105691057
Tottenham,West Ham,0,0,D,0.0,0.0,D,2010-11,95.5,68.04545454545455,0.4944649446494465,0.19421487603305784
West Brom,Arsenal,2,2,D,1.0,0.0,H,2010-11,71.26315789473684,68.92857142857143,0.28,0.36900369003690037
Chelsea,Man City,2,0,H,0.0,0.0,D,2010-11,101.9,81.95,0.6051660516605166,0.33482142857142855
Stoke,Chelsea,1,1,D,1.0,1.0,D,2010-11,59.40909090909091,101.9,0.34615384615384615,0.42435424354243545
West Brom,Liverpool,2,1,H,0.0,0.0,D,2010-11,71.26315789473684,70.07407407407408,0.28,0.35424354243542433
West Ham,Man United,2,4,A,2.0,0.0,H,2010-11,68.04545454545455,70.6,0.371900826446281,0.47601476014760147
Tottenham,Stoke,3,2,H,3.0,2.0,H,2010-11,95.5,59.40909090909091,0.4944649446494465,0.17692307692307693
Liverpool,Man City,3,0,H,3.0,0.0,H,2010-11,70.07407407407408,81.95,0.5793357933579336,0.33482142857142855
West Brom,Chelsea,1,3,A,1.0,3.0,A,2010-11,71.26315789473684,101.9,0.28,0.42435424354243545
Arsenal,Liverpool,1,1,D,0.0,0.0,D,2010-11,68.92857142857143,70.07407407407408,0.6383763837638377,0.35424354243542433
Newcastle,Man United,0,0,D,0.0,0.0,D,2010-11,0.0,70.6,0.44715447154471544,0.47601476014760147
Tottenham,Arsenal,3,3,D,2.0,3.0,A,2010-11,95.5,68.92857142857143,0.4944649446494465,0.36900369003690037
Chelsea,West Ham,3,0,H,1.0,0.0,H,2010-11,101.9,68.04545454545455,0.6051660516605166,0.19421487603305784
Man United,Everton,1,0,H,0.0,0.0,D,2010-11,70.6,62.32142857142857,0.6678966789667896,0.21033210332103322
Tottenham,West Brom,2,2,D,1.0,1.0,D,2010-11,95.5,71.26315789473684,0.4944649446494465,0.15333333333333332
Chelsea,Tottenham,2,1,H,1.0,1.0,D,2010-11,101.9,95.5,0.6051660516605166,0.28044280442804426
Arsenal,Man United,1,0,H,0.0,0.0,D,2010-11,68.92857142857143,70.6,0.6383763837638377,0.47601476014760147
Liverpool,Newcastle,3,0,H,1.0,0.0,H,2010-11,70.07407407407408,0.0,0.5793357933579336,0.1910569105691057
Man City,West Ham,2,1,H,2.0,1.0,H,2010-11,81.95,68.04545454545455,0.5401785714285714,0.19421487603305784
Everton,Man City,2,1,H,0.0,1.0,A,2010-11,62.32142857142857,81.95,0.42435424354243545,0.33482142857142855
Man United,Chelsea,2,1,H,2.0,0.0,H,2010-11,70.6,101.9,0.6678966789667896,0.42435424354243545
Stoke,Arsenal,3,1,H,2.0,0.0,H,2010-11,59.40909090909091,68.92857142857143,0.34615384615384615,0.36900369003690037
Man City,Tottenham,1,0,H,1.0,0.0,H,2010-11,81.95,95.5,0.5401785714285714,0.28044280442804426
West Brom,Everton,1,0,H,1.0,0.0,H,2010-11,71.26315789473684,62.32142857142857,0.28,0.21033210332103322
Chelsea,Newcastle,2,2,D,1.0,1.0,D,2010-11,101.9,0.0,0.6051660516605166,0.1910569105691057
Liverpool,Tottenham,0,2,A,0.0,1.0,A,2010-11,70.07407407407408,95.5,0.5793357933579336,0.28044280442804426
Man City,Stoke,3,0,H,1.0,0.0,H,2010-11,81.95,59.40909090909091,0.5401785714285714,0.17692307692307693
Everton,Chelsea,1,0,H,0.0,0.0,D,2010-11,62.32142857142857,101.9,0.42435424354243545,0.42435424354243545
Newcastle,West Brom,3,3,D,2.0,0.0,H,2010-11,0.0,71.26315789473684,0.44715447154471544,0.15333333333333332
Newcastle,Arsenal,0,0,D,0.0,0.0,D,2011-12,0.0,68.92857142857143,0.44715447154471544,0.36900369003690037
Stoke,Chelsea,0,0,D,0.0,0.0,D,2011-12,59.40909090909091,101.9,0.34615384615384615,0.42435424354243545
West Brom,Man United,1,2,A,1.0,1.0,D,2011-12,71.26315789473684,70.6,0.28,0.47601476014760147
Man City,Swansea,4,0,H,0.0,0.0,D,2011-12,81.95,50.16,0.5401785714285714,0.18811881188118812
Arsenal,Liverpool,0,2,A,0.0,0.0,D,2011-12,68.92857142857143,70.07407407407408,0.6383763837638377,0.35424354243542433
Chelsea,West Brom,2,1,H,0.0,1.0,A,2011-12,101.9,71.26315789473684,0.6051660516605166,0.15333333333333332
Man United,Tottenham,3,0,H,0.0,0.0,D,2011-12,70.6,95.5,0.6678966789667896,0.28044280442804426
Man United,Arsenal,8,2,H,3.0,1.0,H,2011-12,70.6,68.92857142857143,0.6678966789667896,0.36900369003690037
Tottenham,Man City,1,5,A,0.0,2.0,A,2011-12,95.5,81.95,0.4944649446494465,0.33482142857142855
West Brom,Stoke,0,1,A,0.0,0.0,D,2011-12,71.26315789473684,59.40909090909091,0.28,0.17692307692307693
Arsenal,Swansea,1,0,H,1.0,0.0,H,2011-12,68.92857142857143,50.16,0.6383763837638377,0.18811881188118812
Stoke,Liverpool,1,0,H,1.0,0.0,H,2011-12,59.40909090909091,70.07407407407408,0.34615384615384615,0.35424354243542433
Swansea,West Brom,3,0,H,2.0,0.0,H,2011-12,50.16,71.26315789473684,0.3465346534653465,0.15333333333333332
Man United,Chelsea,3,1,H,3.0,0.0,H,2011-12,70.6,101.9,0.6678966789667896,0.42435424354243545
Tottenham,Liverpool,4,0,H,1.0,0.0,H,2011-12,95.5,70.07407407407408,0.4944649446494465,0.35424354243542433
Chelsea,Swansea,4,1,H,2.0,0.0,H,2011-12,101.9,50.16,0.6051660516605166,0.18811881188118812
Man City,Everton,2,0,H,0.0,0.0,D,2011-12,81.95,62.32142857142857,0.5401785714285714,0.21033210332103322
Stoke,Man United,1,1,D,0.0,1.0,A,2011-12,59.40909090909091,70.6,0.34615384615384615,0.47601476014760147
Everton,Liverpool,0,2,A,0.0,0.0,D,2011-12,62.32142857142857,70.07407407407408,0.42435424354243545,0.35424354243542433
Swansea,Stoke,2,0,H,1.0,0.0,H,2011-12,50.16,59.40909090909091,0.3465346534653465,0.17692307692307693
Tottenham,Arsenal,2,1,H,1.0,0.0,H,2011-12,95.5,68.92857142857143,0.4944649446494465,0.36900369003690037
Chelsea,Everton,3,1,H,2.0,0.0,H,2011-12,101.9,62.32142857142857,0.6051660516605166,0.21033210332103322
Liverpool,Man United,1,1,D,0.0,0.0,D,2011-12,70.07407407407408,70.6,0.5793357933579336,0.47601476014760147
Newcastle,Tottenham,2,2,D,0.0,1.0,A,2011-12,0.0,95.5,0.44715447154471544,0.28044280442804426
Arsenal,Stoke,3,1,H,1.0,1.0,D,2011-12,68.92857142857143,59.40909090909091,0.6383763837638377,0.17692307692307693
Man United,Man City,1,6,A,0.0,1.0,A,2011-12,70.6,81.95,0.6678966789667896,0.33482142857142855
Chelsea,Arsenal,3,5,A,2.0,1.0,H,2011-12,101.9,68.92857142857143,0.6051660516605166,0.36900369003690037
Everton,Man United,0,1,A,0.0,1.0,A,2011-12,62.32142857142857,70.6,0.42435424354243545,0.47601476014760147
West Brom,Liverpool,0,2,A,0.0,2.0,A,2011-12,71.26315789473684,70.07407407407408,0.28,0.35424354243542433
Stoke,Newcastle,1,3,A,0.0,2.0,A,2011-12,59.40909090909091,0.0,0.34615384615384615,0.1910569105691057
